@timestamp,HUMIDITY1,TEMPERATURE1
2025-04-01T11:06:51Z,28.94,22.1
2025-04-01T11:07:52Z,28.98,22.1
2025-04-01T11:08:53Z,29.03,22.07
2025-04-01T11:10:53Z,28.98,22.11
2025-04-01T11:11:54Z,29.16,22.0
2025-04-01T11:16:57Z,29.12,22.01
2025-04-01T11:19:58Z,28.97,22.12
2025-04-01T11:20:58Z,28.89,22.2
2025-04-01T11:21:59Z,28.87,22.18
2025-04-01T11:22:59Z,29.06,22.02
2025-04-01T11:24:00Z,29.0,22.09
2025-04-01T11:27:01Z,28.45,22.49
2025-04-01T11:28:02Z,28.56,22.37
2025-04-01T11:34:05Z,28.73,22.28
2025-04-01T11:42:09Z,28.6,22.34
2025-04-01T11:44:10Z,28.93,22.09
2025-04-01T11:46:11Z,28.79,22.19
2025-04-01T11:49:12Z,28.85,22.17
2025-04-01T11:53:14Z,28.99,22.05
2025-04-01T12:11:23Z,28.8,22.19
2025-04-01T12:12:24Z,28.6,22.34
2025-04-01T12:15:25Z,28.95,22.09
2025-04-01T12:20:28Z,28.82,22.15
2025-04-01T12:25:30Z,29.37,21.79
2025-04-01T12:28:31Z,29.35,21.78
2025-04-01T12:35:35Z,27.67,23.13
2025-04-01T12:43:39Z,27.53,23.14
2025-04-01T12:45:40Z,28.07,22.79
2025-04-01T12:46:40Z,28.14,22.75
2025-04-01T12:48:41Z,28.0,22.83
2025-04-01T12:49:42Z,27.77,23.01
2025-04-01T12:51:43Z,28.03,22.81
2025-04-01T12:53:44Z,28.04,22.77
2025-04-01T12:57:46Z,28.34,22.58
2025-04-01T12:58:46Z,28.49,22.49
2025-04-01T13:03:49Z,28.88,22.15
2025-04-01T13:04:49Z,28.81,22.14
2025-04-01T13:08:51Z,29.41,21.71
2025-04-01T13:09:52Z,29.24,21.86
2025-04-01T13:10:52Z,29.22,21.86
2025-04-01T13:11:53Z,29.45,21.74
2025-04-01T13:14:54Z,28.99,22.02
2025-04-01T13:19:57Z,28.61,22.27
2025-04-01T13:23:59Z,28.73,22.11
2025-04-01T13:27:00Z,28.99,22.01
2025-04-01T13:33:03Z,28.25,22.63
2025-04-01T13:35:04Z,27.41,23.23
2025-04-01T13:38:06Z,26.55,23.91
2025-04-01T13:41:07Z,26.89,23.57
2025-04-01T13:43:08Z,27.45,23.18
2025-04-01T13:45:09Z,27.83,22.94
2025-04-01T13:48:11Z,28.06,22.71
2025-04-01T13:50:12Z,28.45,22.39
2025-04-01T13:52:13Z,28.29,22.55
2025-04-01T13:57:15Z,28.03,22.72
2025-04-01T14:06:20Z,28.63,22.35
2025-04-01T14:08:21Z,28.64,22.27
2025-04-01T14:10:22Z,28.54,22.36
2025-04-01T14:13:23Z,28.51,22.35
2025-04-01T14:14:24Z,28.58,22.33
2025-04-01T14:15:24Z,28.75,22.19
2025-04-01T14:19:26Z,28.98,22.06
2025-04-01T14:24:29Z,28.72,22.23
2025-04-01T14:29:31Z,28.99,22.01
2025-04-01T14:31:32Z,29.01,21.98
2025-04-01T14:32:33Z,29.02,22.01
2025-04-01T14:34:34Z,29.08,21.96
2025-04-01T14:36:35Z,29.03,21.97
2025-04-01T14:37:35Z,29.08,21.97
2025-04-01T14:43:38Z,28.78,22.15
2025-04-01T14:46:40Z,29.09,21.98
2025-04-01T14:50:42Z,28.92,22.01
2025-04-01T14:54:44Z,29.14,21.88
2025-04-01T15:00:47Z,28.91,22.01
2025-04-01T15:01:48Z,28.7,22.19
2025-04-01T15:03:49Z,28.83,22.1
2025-04-01T15:06:50Z,29.16,21.84
2025-04-01T15:07:50Z,29.17,21.84
2025-04-01T15:11:52Z,28.87,22.08
2025-04-01T15:12:53Z,28.74,22.1
2025-04-01T15:13:53Z,28.94,21.98
2025-04-01T15:14:54Z,28.89,22.07
2025-04-01T15:15:54Z,28.55,22.26
2025-04-01T15:17:55Z,28.67,22.14
2025-04-01T15:22:58Z,28.67,22.18
2025-04-01T15:28:00Z,29.29,21.75
2025-04-01T15:34:03Z,29.33,21.7
2025-04-01T15:37:05Z,29.19,21.8
2025-04-01T15:38:05Z,29.14,21.85
2025-04-01T15:39:06Z,29.17,21.82
2025-04-01T15:41:07Z,29.45,21.59
2025-04-01T15:42:07Z,29.61,21.55
2025-04-01T15:46:09Z,29.21,21.8
2025-04-01T15:48:10Z,29.05,21.86
2025-04-01T15:49:11Z,29.14,21.78
2025-04-01T15:55:14Z,29.59,21.5
2025-04-01T16:01:17Z,29.35,21.67
2025-04-01T16:03:17Z,29.13,21.83
2025-04-01T16:10:21Z,29.03,21.86
2025-04-01T16:13:22Z,28.98,21.88
2025-04-01T16:14:23Z,29.06,21.82
2025-04-01T16:15:23Z,29.1,21.8
2025-04-01T16:17:24Z,29.1,21.82
2025-04-01T16:19:26Z,29.03,21.86
2025-04-01T16:20:26Z,29.09,21.84
2025-04-01T16:24:28Z,29.12,21.82
2025-04-01T16:26:29Z,29.28,21.62
2025-04-01T16:27:29Z,29.44,21.54
2025-04-01T16:29:30Z,29.49,21.49
2025-04-01T16:33:32Z,29.39,21.57
2025-04-01T16:34:33Z,29.54,21.54
2025-04-01T16:36:34Z,29.63,21.42
2025-04-01T16:38:35Z,29.74,21.33
2025-04-01T16:39:36Z,29.76,21.33
2025-04-01T16:40:36Z,29.74,21.32
2025-04-01T16:42:37Z,29.56,21.49
2025-04-01T16:44:38Z,29.1,21.73
2025-04-01T16:45:39Z,29.44,21.54
2025-04-01T16:46:39Z,29.68,21.38
2025-04-01T16:47:40Z,29.79,21.36
2025-04-01T16:48:40Z,29.55,21.52
2025-04-01T16:49:41Z,29.45,21.54
2025-04-01T16:51:42Z,29.35,21.66
2025-04-01T16:53:43Z,29.16,21.75
2025-04-01T16:57:45Z,28.92,21.88
2025-04-01T16:59:46Z,28.67,22.06
2025-04-01T17:00:47Z,28.76,21.98
2025-04-01T17:02:48Z,28.74,22.0
2025-04-01T17:04:49Z,28.7,22.09
2025-04-01T17:12:53Z,28.67,22.01
2025-04-01T17:16:55Z,29.03,21.82
2025-04-01T17:20:57Z,29.03,21.75
2025-04-01T17:37:04Z,26.83,23.43
2025-04-01T17:47:10Z,27.99,22.4
2025-04-01T18:01:17Z,28.24,22.27
2025-04-01T18:02:17Z,28.03,22.44
2025-04-01T18:05:19Z,27.84,22.5
2025-04-01T18:13:23Z,28.29,22.23
2025-04-01T18:17:25Z,28.07,22.37
2025-04-01T18:19:26Z,28.1,22.34
2025-04-01T18:23:28Z,28.38,22.18
2025-04-01T18:25:29Z,28.18,22.37
2025-04-01T18:29:31Z,27.33,22.96
2025-04-01T18:30:31Z,27.39,22.88
2025-04-01T18:34:33Z,27.25,23.07
2025-04-01T18:36:34Z,26.85,23.29
2025-04-01T18:37:35Z,26.48,23.62
2025-04-01T18:40:36Z,26.74,23.35
2025-04-01T18:45:39Z,26.92,23.22
2025-04-01T18:46:39Z,26.94,23.18
2025-04-01T18:48:40Z,27.08,23.09
2025-04-01T18:51:42Z,26.98,23.14
2025-04-01T18:52:42Z,27.01,23.12
2025-04-01T18:56:44Z,27.12,23.09
2025-04-01T18:59:46Z,27.21,22.99
2025-04-01T19:09:51Z,26.63,23.4
2025-04-01T19:13:53Z,26.72,23.37
2025-04-01T19:16:54Z,26.8,23.2
2025-04-01T19:18:55Z,26.94,23.1
2025-04-01T19:20:56Z,27.16,23.01
2025-04-01T19:22:57Z,26.89,23.2
2025-04-01T19:26:59Z,26.82,23.2
2025-04-01T19:28:00Z,26.75,23.25
2025-04-01T19:32:02Z,27.32,22.79
2025-04-01T19:36:04Z,27.3,22.82
2025-04-01T19:38:05Z,27.37,22.83
2025-04-01T19:40:06Z,27.3,22.91
2025-04-01T19:47:09Z,27.13,22.92
2025-04-01T19:48:10Z,27.17,22.89
2025-04-01T19:49:10Z,27.1,22.97
2025-04-01T19:50:11Z,26.93,23.09
2025-04-01T19:55:13Z,27.44,22.71
2025-04-01T19:57:14Z,27.27,22.86
2025-04-01T20:04:18Z,27.3,22.86
2025-04-01T20:05:18Z,27.09,22.96
2025-04-01T20:10:21Z,27.41,22.74
2025-04-01T20:14:23Z,27.17,22.88
2025-04-01T20:15:23Z,27.19,22.88
2025-04-01T20:16:24Z,27.17,22.88
2025-04-01T20:19:25Z,26.89,23.08
2025-04-01T20:21:26Z,26.82,23.09
2025-04-01T20:23:27Z,26.94,23.07
2025-04-01T20:30:31Z,27.01,23.01
2025-04-01T20:31:32Z,27.08,22.98
2025-04-01T20:33:33Z,26.87,23.06
2025-04-01T20:35:34Z,26.86,23.06
2025-04-01T20:37:35Z,26.95,23.02
2025-04-01T20:38:35Z,26.94,23.01
2025-04-01T20:43:38Z,26.71,23.22
2025-04-01T20:45:39Z,26.82,23.09
2025-04-01T20:54:43Z,27.01,22.88
2025-04-01T20:55:44Z,27.07,22.88
2025-04-01T20:58:45Z,27.22,22.75
2025-04-01T21:04:48Z,27.35,22.68
2025-04-01T21:05:49Z,27.3,22.7
2025-04-01T21:16:54Z,27.37,22.62
2025-04-01T21:22:58Z,26.9,22.93
2025-04-01T21:23:58Z,26.81,22.98
2025-04-01T21:25:59Z,26.83,22.99
2025-04-01T21:28:00Z,26.85,22.97
2025-04-01T21:32:02Z,27.06,22.79
2025-04-01T21:33:03Z,27.02,22.86
2025-04-01T21:37:05Z,26.99,22.86
2025-04-01T21:38:05Z,26.99,22.87
2025-04-01T21:39:06Z,26.78,22.99
2025-04-01T21:40:06Z,26.7,23.03
2025-04-01T21:43:08Z,26.92,22.77
2025-04-01T21:44:08Z,27.14,22.66
2025-04-01T21:51:12Z,27.17,22.66
2025-04-01T22:01:17Z,26.97,22.76
2025-04-01T22:02:17Z,27.05,22.7
2025-04-01T22:04:18Z,26.97,22.78
2025-04-01T22:05:19Z,26.8,22.92
2025-04-01T22:08:20Z,26.82,22.86
2025-04-01T22:19:26Z,27.17,22.54
2025-04-01T22:23:28Z,27.21,22.51
2025-04-01T22:25:29Z,27.19,22.53
2025-04-01T22:28:30Z,26.94,22.68
2025-04-01T22:30:31Z,26.86,22.74
2025-04-01T22:32:32Z,26.89,22.74
2025-04-01T22:34:33Z,27.26,22.45
2025-04-01T22:38:35Z,27.4,22.32
2025-04-01T22:39:36Z,27.42,22.31
2025-04-01T22:40:36Z,27.43,22.28
2025-04-01T22:42:37Z,27.26,22.34
2025-04-01T22:43:38Z,27.4,22.36
2025-04-01T22:47:40Z,27.02,22.6
2025-04-01T22:48:41Z,26.93,22.7
2025-04-01T22:49:41Z,27.08,22.6
2025-04-01T22:52:43Z,27.08,22.56
2025-04-01T22:53:43Z,27.05,22.51
2025-04-01T22:56:45Z,27.2,22.4
2025-04-01T23:01:48Z,27.44,22.22
2025-04-01T23:07:51Z,26.82,22.72
2025-04-01T23:09:52Z,27.05,22.5
2025-04-01T23:12:54Z,26.89,22.59
2025-04-01T23:14:55Z,27.21,22.34
2025-04-01T23:19:57Z,27.8,21.93
2025-04-01T23:22:59Z,27.89,21.86
2025-04-01T23:23:59Z,27.91,21.89
2025-04-01T23:25:00Z,27.74,22.02
2025-04-01T23:26:01Z,27.56,22.1
2025-04-01T23:29:02Z,27.76,22.01
2025-04-01T23:32:04Z,28.03,21.75
2025-04-01T23:34:05Z,27.82,21.97
2025-04-01T23:36:06Z,27.8,21.98
2025-04-01T23:37:06Z,27.66,22.08
2025-04-01T23:39:07Z,27.53,22.17
2025-04-01T23:41:08Z,27.3,22.34
2025-04-01T23:44:10Z,27.88,21.84
2025-04-01T23:46:11Z,27.92,21.84
2025-04-01T23:49:12Z,27.66,22.04
2025-04-01T23:50:13Z,27.58,22.09
2025-04-01T23:55:15Z,27.62,22.05
2025-04-01T23:58:17Z,27.77,21.88
2025-04-01T23:59:18Z,27.86,21.88
2025-04-02T00:01:19Z,27.57,22.08
2025-04-02T00:02:19Z,27.75,21.9
2025-04-02T00:05:21Z,28.0,21.74
2025-04-02T00:07:22Z,27.94,21.84
2025-04-02T00:10:23Z,27.89,21.79
2025-04-02T00:11:24Z,27.83,21.87
2025-04-02T00:19:28Z,27.96,21.83
2025-04-02T00:20:28Z,28.06,21.71
2025-04-02T00:21:29Z,28.02,21.74
2025-04-02T00:22:29Z,28.12,21.63
2025-04-02T00:24:31Z,27.91,21.82
2025-04-02T00:25:31Z,27.94,21.75
2025-04-02T00:26:32Z,28.04,21.69
2025-04-02T00:29:33Z,28.4,21.43
2025-04-02T00:31:34Z,28.42,21.45
2025-04-02T00:32:34Z,28.51,21.4
2025-04-02T00:33:35Z,28.58,21.32
2025-04-02T00:35:36Z,28.38,21.54
2025-04-02T00:37:37Z,28.07,21.7
2025-04-02T00:38:37Z,28.12,21.65
2025-04-02T00:39:38Z,28.13,21.65
2025-04-02T00:43:40Z,28.21,21.64
2025-04-02T00:47:42Z,27.15,22.55
2025-04-02T00:53:45Z,25.56,23.72
2025-04-02T00:54:45Z,25.47,23.87
2025-04-02T00:56:46Z,25.66,23.62
2025-04-02T00:58:47Z,26.41,23.03
2025-04-02T01:00:48Z,26.64,22.87
2025-04-02T01:05:51Z,26.86,22.68
2025-04-02T01:09:53Z,27.24,22.37
2025-04-02T01:13:55Z,27.51,22.21
2025-04-02T01:17:57Z,27.34,22.32
2025-04-02T01:19:58Z,27.44,22.25
2025-04-02T01:24:00Z,27.6,22.15
2025-04-02T01:26:01Z,27.88,21.9
2025-04-02T01:29:02Z,27.77,22.04
2025-04-02T01:30:02Z,27.43,22.3
2025-04-02T01:31:03Z,27.35,22.31
2025-04-02T01:33:04Z,27.61,22.09
2025-04-02T01:34:04Z,27.71,22.1
2025-04-02T01:35:05Z,27.68,22.08
2025-04-02T01:47:11Z,27.17,22.53
2025-04-02T01:51:13Z,27.38,22.27
2025-04-02T01:53:14Z,27.72,22.01
2025-04-02T01:55:15Z,27.28,22.39
2025-04-02T02:03:19Z,28.0,21.88
2025-04-02T02:14:24Z,28.41,21.56
2025-04-02T02:18:26Z,28.5,21.54
2025-04-02T02:19:27Z,28.44,21.62
2025-04-02T02:21:28Z,28.63,21.5
2025-04-02T02:27:31Z,28.32,21.64
2025-04-02T02:28:31Z,28.34,21.7
2025-04-02T02:31:33Z,27.94,22.01
2025-04-02T02:34:34Z,28.2,21.85
2025-04-02T02:36:35Z,27.98,22.01
2025-04-02T02:42:38Z,27.91,22.02
2025-04-02T02:46:40Z,27.68,22.19
2025-04-02T02:48:41Z,27.49,22.45
2025-04-02T02:51:43Z,27.12,22.67
2025-04-02T02:56:46Z,27.57,22.34
2025-04-02T02:59:47Z,27.26,22.55
2025-04-02T03:01:48Z,27.72,22.17
2025-04-02T03:03:49Z,27.95,22.04
2025-04-02T03:04:50Z,27.96,22.13
2025-04-02T03:08:52Z,27.69,22.32
2025-04-02T03:15:55Z,27.72,22.25
2025-04-02T03:16:56Z,27.81,22.2
2025-04-02T03:22:59Z,28.0,22.11
2025-04-02T03:23:59Z,27.93,22.15
2025-04-02T03:28:01Z,27.75,22.3
2025-04-02T03:31:03Z,27.94,22.15
2025-04-02T03:34:05Z,28.09,22.09
2025-04-02T03:36:06Z,27.82,22.3
2025-04-02T03:37:06Z,27.59,22.43
2025-04-02T03:38:07Z,27.66,22.39
2025-04-02T03:41:08Z,27.75,22.31
2025-04-02T03:47:11Z,27.56,22.45
2025-04-02T03:53:14Z,27.74,22.37
2025-04-02T03:54:15Z,27.8,22.32
2025-04-02T04:01:18Z,28.3,21.89
2025-04-02T04:08:22Z,27.87,22.22
2025-04-02T04:15:25Z,28.73,21.62
2025-04-02T04:24:30Z,28.58,21.84
2025-04-02T04:26:31Z,28.02,22.3
2025-04-02T04:27:31Z,27.99,22.19
2025-04-02T04:28:32Z,28.3,21.94
2025-04-02T04:30:33Z,28.67,21.73
2025-04-02T04:31:33Z,28.73,21.71
2025-04-02T04:35:35Z,28.78,21.7
2025-04-02T04:38:37Z,28.88,21.7
2025-04-02T04:39:37Z,28.91,21.59
2025-04-02T04:41:39Z,29.15,21.49
2025-04-02T04:44:40Z,29.52,21.17
2025-04-02T04:49:43Z,29.09,21.49
2025-04-02T04:50:43Z,29.07,21.48
2025-04-02T04:55:46Z,29.09,21.53
2025-04-02T04:58:47Z,28.97,21.59
2025-04-02T05:00:48Z,28.97,21.56
2025-04-02T05:02:49Z,28.81,21.7
2025-04-02T05:03:49Z,28.85,21.63
2025-04-02T05:11:54Z,28.3,22.07
2025-04-02T05:13:55Z,28.55,21.95
2025-04-02T05:14:55Z,28.57,21.94
2025-04-02T05:19:58Z,28.74,21.89
2025-04-02T05:20:58Z,28.67,21.97
2025-04-02T05:27:01Z,28.91,21.87
2025-04-02T05:30:03Z,28.06,22.4
2025-04-02T05:31:03Z,27.85,22.53
2025-04-02T05:39:07Z,27.52,22.79
2025-04-02T05:48:12Z,27.37,22.81
2025-04-02T05:49:12Z,27.17,23.03
2025-04-02T05:51:13Z,27.02,23.13
2025-04-02T05:54:15Z,27.71,22.66
2025-04-02T05:57:16Z,27.71,22.68
2025-04-02T06:02:19Z,27.44,22.88
2025-04-02T06:03:19Z,27.45,22.86
2025-04-02T06:04:20Z,27.58,22.71
2025-04-02T06:06:21Z,28.05,22.45
2025-04-02T06:12:24Z,27.16,23.14
2025-04-02T06:13:24Z,27.24,23.04
2025-04-02T06:16:26Z,27.98,22.4
2025-04-02T06:17:26Z,28.45,22.1
2025-04-02T06:20:28Z,28.98,21.66
2025-04-02T06:25:30Z,28.85,21.81
2025-04-02T06:26:31Z,29.07,21.59
2025-04-02T06:27:31Z,29.41,21.38
2025-04-02T06:31:33Z,29.94,20.98
2025-04-02T06:32:34Z,30.3,20.8
2025-04-02T06:36:36Z,29.5,21.45
2025-04-02T06:38:37Z,29.13,21.67
2025-04-02T06:40:38Z,29.28,21.53
2025-04-02T06:44:40Z,28.82,21.93
2025-04-02T06:46:40Z,28.73,21.97
2025-04-02T07:01:48Z,29.24,21.66
2025-04-02T07:02:48Z,29.23,21.73
2025-04-02T07:04:49Z,29.01,21.87
2025-04-02T07:08:51Z,29.42,21.54
2025-04-02T07:09:51Z,29.55,21.49
2025-04-02T07:10:52Z,29.42,21.59
2025-04-02T07:15:00Z,29.23,21.75
2025-04-02T07:17:34Z,29.6,21.49
2025-04-02T07:17:51Z,29.57,21.49
2025-04-02T07:24:55Z,29.42,21.67
2025-04-02T07:26:56Z,29.37,21.71
2025-04-02T07:28:57Z,28.67,22.19
2025-04-02T07:30:58Z,27.9,22.7
2025-04-02T07:32:59Z,27.72,22.86
2025-04-02T07:35:00Z,28.1,22.53
2025-04-02T07:37:01Z,28.33,22.43
2025-04-02T07:49:07Z,28.1,22.55
2025-04-02T07:51:08Z,28.07,22.55
2025-04-02T07:52:08Z,28.37,22.34
2025-04-02T07:55:10Z,28.52,22.26
2025-04-02T07:56:10Z,28.6,22.19
2025-04-02T07:57:11Z,28.61,22.1
2025-04-02T07:59:12Z,29.11,21.75
2025-04-02T08:00:12Z,29.22,21.69
2025-04-02T08:08:16Z,28.93,21.94
2025-04-02T08:16:21Z,29.01,21.82
2025-04-02T08:19:22Z,28.89,21.97
2025-04-02T08:20:23Z,28.91,21.97
2025-04-02T08:21:23Z,29.06,21.86
2025-04-02T08:25:25Z,29.09,21.86
2025-04-02T08:32:28Z,28.67,22.15
2025-04-02T08:34:29Z,28.47,22.32
2025-04-02T08:42:33Z,28.9,22.14
2025-04-02T08:45:34Z,29.43,21.75
2025-04-02T08:49:37Z,29.52,21.74
2025-04-02T08:51:38Z,29.48,21.81
2025-04-02T08:53:39Z,29.55,21.75
2025-04-02T08:54:39Z,29.35,21.87
2025-04-02T08:58:41Z,28.69,22.32
2025-04-02T08:59:42Z,28.71,22.34
2025-04-02T09:00:42Z,28.81,22.28
2025-04-02T09:08:46Z,29.03,22.1
2025-04-02T09:11:48Z,28.97,22.18
2025-04-02T09:17:51Z,28.67,22.34
2025-04-02T09:21:53Z,29.17,22.04
2025-04-02T09:22:53Z,29.18,22.06
2025-04-02T09:28:56Z,28.95,22.23
2025-04-02T09:29:57Z,29.0,22.18
2025-04-02T09:32:58Z,28.86,22.24
2025-04-02T09:38:01Z,29.27,22.04
2025-04-02T09:44:03Z,29.34,22.01
2025-04-02T09:51:07Z,29.0,22.18
2025-04-02T09:55:09Z,29.4,21.95
2025-04-02T10:02:13Z,29.32,22.01
2025-04-02T10:05:14Z,29.56,21.83
2025-04-02T10:09:16Z,28.94,22.28
2025-04-02T10:10:17Z,29.16,22.1
2025-04-02T10:13:18Z,29.09,22.18
2025-04-02T10:16:20Z,29.09,22.21
2025-04-02T10:23:23Z,29.12,22.17
2025-04-02T10:24:24Z,29.06,22.19
2025-04-02T10:28:26Z,29.12,22.18
2025-04-02T10:29:26Z,29.21,22.1
2025-04-02T10:32:28Z,28.75,22.45
2025-04-02T10:34:29Z,28.56,22.55
2025-04-02T10:38:31Z,29.01,22.25
2025-04-02T10:43:33Z,29.01,22.25
2025-04-02T10:46:35Z,29.3,22.06
2025-04-02T10:50:37Z,29.03,22.29
2025-04-02T10:57:41Z,29.33,22.01
2025-04-02T10:59:42Z,29.46,21.96
2025-04-02T11:04:44Z,29.16,22.19
2025-04-01T11:05:51Z,28.91,22.18
2025-04-01T11:12:54Z,29.09,22.01
2025-04-01T11:14:56Z,29.03,22.1
2025-04-01T11:15:56Z,29.05,22.04
2025-04-01T11:18:58Z,28.94,22.12
2025-04-01T11:26:01Z,28.73,22.26
2025-04-01T11:32:04Z,28.74,22.23
2025-04-01T11:33:05Z,28.74,22.23
2025-04-01T11:38:07Z,28.73,22.28
2025-04-01T11:43:09Z,28.76,22.19
2025-04-01T11:45:10Z,28.86,22.19
2025-04-01T11:48:12Z,28.77,22.23
2025-04-01T11:50:13Z,28.94,22.11
2025-04-01T11:52:14Z,28.95,22.1
2025-04-01T11:54:15Z,29.0,22.1
2025-04-01T11:55:15Z,28.75,22.23
2025-04-01T11:58:17Z,28.2,22.63
2025-04-01T12:00:18Z,28.46,22.39
